Store,Day Of Week,Date,Customers,Open,Promotion,State Holiday,School Holiday
1039,2,9/3/2016,442,1,0,0,0
1033,2,9/3/2016,473,1,0,0,0
1045,2,9/3/2016,998,1,0,0,0
1015,2,9/3/2016,838,1,0,0,0
1022,2,9/3/2016,544,1,0,0,0
1040,2,9/3/2016,292,1,0,0,0
1046,2,9/3/2016,1149,1,0,0,0
1021,2,9/3/2016,507,1,0,0,0
1028,2,9/3/2016,666,1,0,0,0
1008,2,9/3/2016,641,1,0,0,0
1025,2,9/3/2016,599,1,0,0,0
1014,2,9/3/2016,567,1,0,0,0
1020,2,9/3/2016,649,1,0,0,0
1038,2,9/3/2016,410,1,0,0,0
1003,2,9/3/2016,813,1,0,0,0
1018,2,9/3/2016,1086,1,0,0,0
1026,2,9/3/2016,456,1,0,0,0
1049,2,9/3/2016,853,1,0,0,0
1044,1,8/3/2016,651,1,0,0,0
1041,1,8/3/2016,955,1,0,0,0
1036,1,8/3/2016,739,1,0,0,0
1047,1,8/3/2016,1565,1,0,0,0
1012,1,8/3/2016,876,1,0,0,0
1037,1,8/3/2016,645,1,0,0,0
1027,1,8/3/2016,623,1,0,0,0
1005,1,8/3/2016,486,1,0,0,0
1011,1,8/3/2016,2577,1,0,0,0
1004,1,8/3/2016,782,1,0,0,0
1043,1,8/3/2016,458,1,0,0,0
1001,1,8/3/2016,716,1,0,0,0
1048,1,8/3/2016,813,1,0,0,0
1030,1,8/3/2016,373,1,0,0,0
1035,1,8/3/2016,616,1,0,0,0
1013,1,8/3/2016,556,1,0,0,0
1029,1,8/3/2016,385,1,0,0,0
1042,1,8/3/2016,848,1,0,0,0
1017,1,8/3/2016,1051,1,0,0,0
1032,1,8/3/2016,370,1,0,0,0
1024,1,8/3/2016,814,1,0,0,0
1006,1,8/3/2016,329,1,0,0,0
1007,1,8/3/2016,526,1,0,0,0
1002,1,8/3/2016,746,1,0,0,0
1019,1,8/3/2016,848,1,0,0,0
1000,1,8/3/2016,771,1,0,0,0
1009,1,8/3/2016,1544,1,0,0,0
1023,1,8/3/2016,288,1,0,0,0
1016,1,8/3/2016,3362,1,0,0,0
1050,1,8/3/2016,485,1,0,0,0
1031,1,8/3/2016,675,1,0,0,0
1010,1,8/3/2016,400,1,0,0,0
1034,1,8/3/2016,516,1,0,0,0
1039,1,8/3/2016,464,1,0,0,0
1033,1,8/3/2016,502,1,0,0,0
1045,1,8/3/2016,941,1,0,0,0
1015,1,8/3/2016,828,1,0,0,0
1022,1,8/3/2016,603,1,0,0,0
1040,1,8/3/2016,329,1,0,0,0
1046,1,8/3/2016,1187,1,0,0,0
1021,1,8/3/2016,527,1,0,0,0
1028,1,8/3/2016,664,1,0,0,0
1008,1,8/3/2016,673,1,0,0,0
1025,1,8/3/2016,611,1,0,0,0
1014,1,8/3/2016,591,1,0,0,0
1020,1,8/3/2016,703,1,0,0,0
1038,1,8/3/2016,479,1,0,0,0
1003,1,8/3/2016,862,1,0,0,0
1018,1,8/3/2016,1128,1,0,0,0
1026,1,8/3/2016,497,1,0,0,0
1049,1,8/3/2016,1006,1,0,0,0
1044,7,7/3/2016,0,0,0,0,0
1041,7,7/3/2016,0,0,0,0,0
1036,7,7/3/2016,0,0,0,0,0
1047,7,7/3/2016,0,0,0,0,0
1012,7,7/3/2016,0,0,0,0,0
1037,7,7/3/2016,0,0,0,0,0
1027,7,7/3/2016,0,0,0,0,0
1005,7,7/3/2016,0,0,0,0,0
1011,7,7/3/2016,2838,1,0,0,0
1004,7,7/3/2016,0,0,0,0,0
1043,7,7/3/2016,0,0,0,0,0
1001,7,7/3/2016,0,0,0,0,0
1048,7,7/3/2016,0,0,0,0,0
1030,7,7/3/2016,0,0,0,0,0
1035,7,7/3/2016,0,0,0,0,0
1013,7,7/3/2016,0,0,0,0,0
1029,7,7/3/2016,0,0,0,0,0
1042,7,7/3/2016,0,0,0,0,0
1017,7,7/3/2016,0,0,0,0,0
1032,7,7/3/2016,0,0,0,0,0
1024,7,7/3/2016,0,0,0,0,0
1006,7,7/3/2016,0,0,0,0,0
1007,7,7/3/2016,0,0,0,0,0
1002,7,7/3/2016,0,0,0,0,0
1019,7,7/3/2016,0,0,0,0,0
1000,7,7/3/2016,0,0,0,0,0
1009,7,7/3/2016,0,0,0,0,0
1023,7,7/3/2016,0,0,0,0,0
1016,7,7/3/2016,3391,1,0,0,0
1050,7,7/3/2016,0,0,0,0,0
1031,7,7/3/2016,0,0,0,0,0
1010,7,7/3/2016,0,0,0,0,0
1034,7,7/3/2016,0,0,0,0,0
1039,7,7/3/2016,0,0,0,0,0
1033,7,7/3/2016,0,0,0,0,0
1045,7,7/3/2016,0,0,0,0,0
1015,7,7/3/2016,0,0,0,0,0
1022,7,7/3/2016,0,0,0,0,0
1040,7,7/3/2016,0,0,0,0,0
1046,7,7/3/2016,0,0,0,0,0
1021,7,7/3/2016,0,0,0,0,0
1028,7,7/3/2016,0,0,0,0,0
1008,7,7/3/2016,0,0,0,0,0
1025,7,7/3/2016,0,0,0,0,0
1014,7,7/3/2016,0,0,0,0,0
1020,7,7/3/2016,0,0,0,0,0
1038,7,7/3/2016,0,0,0,0,0
1003,7,7/3/2016,0,0,0,0,0
1018,7,7/3/2016,0,0,0,0,0
1026,7,7/3/2016,0,0,0,0,0
1049,7,7/3/2016,0,0,0,0,0
1044,6,6/3/2016,582,1,0,0,0
1041,6,6/3/2016,651,1,0,0,0
1036,6,6/3/2016,378,1,0,0,0
1047,6,6/3/2016,1307,1,0,0,0
1012,6,6/3/2016,424,1,0,0,0
1037,6,6/3/2016,727,1,0,0,0
1027,6,6/3/2016,348,1,0,0,0
1005,6,6/3/2016,555,1,0,0,0
1011,6,6/3/2016,1807,1,0,0,0
1004,6,6/3/2016,662,1,0,0,0
1043,6,6/3/2016,484,1,0,0,0
1001,6,6/3/2016,749,1,0,0,0
1048,6,6/3/2016,519,1,0,0,0
1030,6,6/3/2016,550,1,0,0,0
1035,6,6/3/2016,680,1,0,0,0
1013,6,6/3/2016,384,1,0,0,0
1029,6,6/3/2016,257,1,0,0,0
1042,6,6/3/2016,790,1,0,0,0
1017,6,6/3/2016,1132,1,0,0,0
1032,6,6/3/2016,456,1,0,0,0
1024,6,6/3/2016,828,1,0,0,0
1006,6,6/3/2016,227,1,0,0,0
1007,6,6/3/2016,789,1,0,0,0
1002,6,6/3/2016,603,1,0,0,0
1019,6,6/3/2016,739,1,0,0,0
1000,6,6/3/2016,896,1,0,0,0
1009,6,6/3/2016,715,1,0,0,0
1023,6,6/3/2016,435,1,0,0,0
1016,6,6/3/2016,3177,1,0,0,0
1050,6,6/3/2016,587,1,0,0,0
1031,6,6/3/2016,429,1,0,0,0
1010,6,6/3/2016,365,1,0,0,0
1034,6,6/3/2016,479,1,0,0,0
1039,6,6/3/2016,482,1,0,0,0
1033,6,6/3/2016,282,1,0,0,0
1045,6,6/3/2016,305,1,0,0,0
1015,6,6/3/2016,710,1,0,0,0
1022,6,6/3/2016,399,1,0,0,0
1040,6,6/3/2016,213,1,0,0,0
1046,6,6/3/2016,823,1,0,0,0
1021,6,6/3/2016,298,1,0,0,0
1028,6,6/3/2016,519,1,0,0,0
1008,6,6/3/2016,496,1,0,0,0
1025,6,6/3/2016,707,1,0,0,0
1014,6,6/3/2016,386,1,0,0,0
1020,6,6/3/2016,941,1,0,0,0
1038,6,6/3/2016,348,1,0,0,0
1003,6,6/3/2016,736,1,0,0,0
1018,6,6/3/2016,1046,1,0,0,0
1026,6,6/3/2016,339,1,0,0,0
1049,6,6/3/2016,871,1,0,0,0
1044,5,5/3/2016,711,1,1,0,0
1041,5,5/3/2016,924,1,1,0,0
1036,5,5/3/2016,850,1,1,0,0
1047,5,5/3/2016,1624,1,1,0,0
1012,5,5/3/2016,952,1,1,0,0
1037,5,5/3/2016,673,1,1,0,0
1027,5,5/3/2016,694,1,1,0,0
1005,5,5/3/2016,640,1,1,0,0
1011,5,5/3/2016,2582,1,1,0,0
1004,5,5/3/2016,1032,1,1,0,0
1043,5,5/3/2016,530,1,1,0,0
1001,5,5/3/2016,755,1,1,0,0
1048,5,5/3/2016,871,1,1,0,0
1030,5,5/3/2016,578,1,1,0,0
1035,5,5/3/2016,824,1,1,0,0
1013,5,5/3/2016,559,1,1,0,0
1029,5,5/3/2016,539,1,1,0,0
1042,5,5/3/2016,895,1,1,0,0
1017,5,5/3/2016,1149,1,1,0,0
1032,5,5/3/2016,556,1,1,0,0
1024,5,5/3/2016,926,1,1,0,0
1006,5,5/3/2016,326,1,1,0,0
1007,5,5/3/2016,691,1,1,0,0
1002,5,5/3/2016,749,1,1,0,0
1019,5,5/3/2016,922,1,1,0,0
1000,5,5/3/2016,825,1,1,0,0
1009,5,5/3/2016,1457,1,1,0,0
1023,5,5/3/2016,434,1,1,0,0
1016,5,5/3/2016,3692,1,1,0,0
1050,5,5/3/2016,537,1,1,0,0
1031,5,5/3/2016,716,1,1,0,0
1010,5,5/3/2016,540,1,1,0,0
1034,5,5/3/2016,506,1,1,0,0
1039,5,5/3/2016,566,1,1,0,0
1033,5,5/3/2016,498,1,1,0,0
1045,5,5/3/2016,1101,1,1,0,0
1015,5,5/3/2016,840,1,1,0,0
1022,5,5/3/2016,691,1,1,0,0
1040,5,5/3/2016,421,1,1,0,0
1046,5,5/3/2016,1163,1,1,0,0
1021,5,5/3/2016,658,1,1,0,0
1028,5,5/3/2016,825,1,1,0,0
1008,5,5/3/2016,811,1,1,0,0
1025,5,5/3/2016,703,1,1,0,0
1014,5,5/3/2016,657,1,1,0,0
1020,5,5/3/2016,912,1,1,0,0
1038,5,5/3/2016,476,1,1,0,0
1003,5,5/3/2016,915,1,1,0,0
1018,5,5/3/2016,1166,1,1,0,0
1026,5,5/3/2016,591,1,1,0,0
1049,5,5/3/2016,1043,1,1,0,0
1044,4,4/3/2016,678,1,1,0,0
1041,4,4/3/2016,928,1,1,0,0
1036,4,4/3/2016,789,1,1,0,0
1047,4,4/3/2016,1686,1,1,0,0
1012,4,4/3/2016,915,1,1,0,0
1037,4,4/3/2016,657,1,1,0,0
1027,4,4/3/2016,911,1,1,0,0
1005,4,4/3/2016,562,1,1,0,0
1011,4,4/3/2016,2491,1,1,0,0
1004,4,4/3/2016,1123,1,1,0,0
1043,4,4/3/2016,518,1,1,0,0
1001,4,4/3/2016,611,1,1,0,0
1048,4,4/3/2016,932,1,1,0,0
1030,4,4/3/2016,508,1,1,0,0
1035,4,4/3/2016,798,1,1,0,0
1013,4,4/3/2016,544,1,1,0,0
1029,4,4/3/2016,473,1,1,0,0
1042,4,4/3/2016,951,1,1,0,0
1017,4,4/3/2016,1096,1,1,0,0
1032,4,4/3/2016,556,1,1,0,0
1024,4,4/3/2016,844,1,1,0,0
1006,4,4/3/2016,361,1,1,0,0
1007,4,4/3/2016,627,1,1,0,0
1002,4,4/3/2016,694,1,1,0,0
1019,4,4/3/2016,964,1,1,0,0
1000,4,4/3/2016,717,1,1,0,0
1009,4,4/3/2016,1523,1,1,0,0
1023,4,4/3/2016,399,1,1,0,0
1016,4,4/3/2016,3370,1,1,0,0
1050,4,4/3/2016,570,1,1,0,0
1031,4,4/3/2016,684,1,1,0,0
1010,4,4/3/2016,488,1,1,0,0
1034,4,4/3/2016,559,1,1,0,0
1039,4,4/3/2016,500,1,1,0,0
1033,4,4/3/2016,434,1,1,0,0
1045,4,4/3/2016,1229,1,1,0,0
1015,4,4/3/2016,852,1,1,0,0
1022,4,4/3/2016,715,1,1,0,0
1040,4,4/3/2016,408,1,1,0,0
1046,4,4/3/2016,1387,1,1,0,0
1021,4,4/3/2016,570,1,1,0,0
1028,4,4/3/2016,663,1,1,0,0
1008,4,4/3/2016,786,1,1,0,0
1025,4,4/3/2016,646,1,1,0,0
1014,4,4/3/2016,709,1,1,0,0
1020,4,4/3/2016,857,1,1,0,0
1038,4,4/3/2016,496,1,1,0,0
1003,4,4/3/2016,877,1,1,0,0
1018,4,4/3/2016,1163,1,1,0,0
1026,4,4/3/2016,544,1,1,0,0
1049,4,4/3/2016,1036,1,1,0,0
1044,3,3/3/2016,716,1,1,0,0
1041,3,3/3/2016,957,1,1,0,0
1036,3,3/3/2016,858,1,1,0,0
1047,3,3/3/2016,1655,1,1,0,0
1012,3,3/3/2016,1155,1,1,0,0
1037,3,3/3/2016,650,1,1,0,0
1027,3,3/3/2016,743,1,1,0,0
1005,3,3/3/2016,512,1,1,0,0
1011,3,3/3/2016,2567,1,1,0,0
1004,3,3/3/2016,1000,1,1,0,0
1043,3,3/3/2016,450,1,1,0,0
1001,3,3/3/2016,702,1,1,0,0
1048,3,3/3/2016,902,1,1,0,0
1030,3,3/3/2016,480,1,1,0,0
1035,3,3/3/2016,783,1,1,0,0
1013,3,3/3/2016,585,1,1,0,0
1029,3,3/3/2016,419,1,1,0,0
1042,3,3/3/2016,920,1,1,0,0
1017,3,3/3/2016,1111,1,1,0,0
1032,3,3/3/2016,431,1,1,0,0
1024,3,3/3/2016,944,1,1,0,0
1006,3,3/3/2016,341,1,1,0,0
1007,3,3/3/2016,693,1,1,0,0
1002,3,3/3/2016,698,1,1,0,0
1019,3,3/3/2016,978,1,1,0,0
1000,3,3/3/2016,775,1,1,0,0
1009,3,3/3/2016,1552,1,1,0,0
1023,3,3/3/2016,367,1,1,0,0
1016,3,3/3/2016,3383,1,1,0,0
1050,3,3/3/2016,557,1,1,0,0
1031,3,3/3/2016,724,1,1,0,0
1010,3,3/3/2016,426,1,1,0,0
1034,3,3/3/2016,489,1,1,0,0
1039,3,3/3/2016,526,1,1,0,0
1033,3,3/3/2016,512,1,1,0,0
1045,3,3/3/2016,1099,1,1,0,0
1015,3,3/3/2016,979,1,1,0,0
1022,3,3/3/2016,827,1,1,0,0
1040,3,3/3/2016,370,1,1,0,0
1046,3,3/3/2016,1140,1,1,0,0
1021,3,3/3/2016,666,1,1,0,0
1028,3,3/3/2016,754,1,1,0,0
1008,3,3/3/2016,818,1,1,0,0
1025,3,3/3/2016,663,1,1,0,0
1014,3,3/3/2016,752,1,1,0,0
1020,3,3/3/2016,823,1,1,0,0
1038,3,3/3/2016,490,1,1,0,0
1003,3,3/3/2016,920,1,1,0,0
1018,3,3/3/2016,1162,1,1,0,0
1026,3,3/3/2016,524,1,1,0,0
1049,3,3/3/2016,977,1,1,0,0
1044,2,2/3/2016,669,1,1,0,0
1041,2,2/3/2016,1090,1,1,0,0
1036,2,2/3/2016,996,1,1,0,0
1047,2,2/3/2016,1776,1,1,0,0
1012,2,2/3/2016,1139,1,1,0,0
1037,2,2/3/2016,698,1,1,0,0
1027,2,2/3/2016,882,1,1,0,0
1005,2,2/3/2016,575,1,1,0,0
1011,2,2/3/2016,2641,1,1,0,0
1004,2,2/3/2016,1083,1,1,0,0
1043,2,2/3/2016,528,1,1,0,0
1001,2,2/3/2016,769,1,1,0,0
1048,2,2/3/2016,1079,1,1,0,0
1030,2,2/3/2016,553,1,1,0,0
1035,2,2/3/2016,840,1,1,0,0
1013,2,2/3/2016,587,1,1,0,0
1029,2,2/3/2016,475,1,1,0,0
1042,2,2/3/2016,1059,1,1,0,0
1017,2,2/3/2016,1252,1,1,0,0
1032,2,2/3/2016,472,1,1,0,0
1024,2,2/3/2016,979,1,1,0,0
1006,2,2/3/2016,391,1,1,0,0
1007,2,2/3/2016,680,1,1,0,0
1002,2,2/3/2016,824,1,1,0,0
1019,2,2/3/2016,956,1,1,0,0
1000,2,2/3/2016,853,1,1,0,0
1009,2,2/3/2016,1675,1,1,0,0
1023,2,2/3/2016,391,1,1,0,0
1016,2,2/3/2016,3391,1,1,0,0
1050,2,2/3/2016,496,1,1,0,0
1031,2,2/3/2016,773,1,1,0,0
1010,2,2/3/2016,513,1,1,0,0
1034,2,2/3/2016,558,1,1,0,0
1039,2,2/3/2016,565,1,1,0,0
1033,2,2/3/2016,556,1,1,0,0
1045,2,2/3/2016,1388,1,1,0,0
1015,2,2/3/2016,938,1,1,0,0
1022,2,2/3/2016,723,1,1,0,0
1040,2,2/3/2016,430,1,1,0,0
1046,2,2/3/2016,1291,1,1,0,0
1021,2,2/3/2016,654,1,1,0,0
1028,2,2/3/2016,747,1,1,0,0
1008,2,2/3/2016,796,1,1,0,0
1025,2,2/3/2016,782,1,1,0,0
1014,2,2/3/2016,826,1,1,0,0
1020,2,2/3/2016,798,1,1,0,0
1038,2,2/3/2016,525,1,1,0,0
1003,2,2/3/2016,973,1,1,0,0
1018,2,2/3/2016,1143,1,1,0,0
1026,2,2/3/2016,544,1,1,0,0
1049,2,2/3/2016,1107,1,1,0,0
1044,1,1/3/2016,828,1,1,0,0
1041,1,1/3/2016,1070,1,1,0,0
1036,1,1/3/2016,1045,1,1,0,0
1047,1,1/3/2016,2003,1,1,0,0
1012,1,1/3/2016,1381,1,1,0,0
1037,1,1/3/2016,759,1,1,0,0
1027,1,1/3/2016,989,1,1,0,0
1005,1,1/3/2016,672,1,1,0,0
1011,1,1/3/2016,2674,1,1,0,0
1004,1,1/3/2016,1400,1,1,0,0
1043,1,1/3/2016,579,1,1,0,0
1001,1,1/3/2016,763,1,1,0,0
1048,1,1/3/2016,1134,1,1,0,0
1030,1,1/3/2016,651,1,1,0,0
1035,1,1/3/2016,1043,1,1,0,0
1013,1,1/3/2016,642,1,1,0,0
1029,1,1/3/2016,462,1,1,0,0
1042,1,1/3/2016,1110,1,1,0,0
1017,1,1/3/2016,1301,1,1,0,0
1032,1,1/3/2016,601,1,1,0,0
1024,1,1/3/2016,1186,1,1,0,0
1006,1,1/3/2016,400,1,1,0,0
1007,1,1/3/2016,793,1,1,0,0
1002,1,1/3/2016,840,1,1,0,0
1019,1,1/3/2016,1207,1,1,0,0
1000,1,1/3/2016,828,1,1,0,0
1009,1,1/3/2016,1742,1,1,0,0
1023,1,1/3/2016,486,1,1,0,0
1016,1,1/3/2016,3454,1,1,0,0
1050,1,1/3/2016,673,1,1,0,0
1031,1,1/3/2016,738,1,1,0,0
1010,1,1/3/2016,576,1,1,0,0
1034,1,1/3/2016,668,1,1,0,0
1039,1,1/3/2016,614,1,1,0,0
1033,1,1/3/2016,595,1,1,0,0
1045,1,1/3/2016,1428,1,1,0,0
1015,1,1/3/2016,972,1,1,0,0
1022,1,1/3/2016,961,1,1,0,0
1040,1,1/3/2016,494,1,1,0,0
1046,1,1/3/2016,1394,1,1,0,0
1021,1,1/3/2016,775,1,1,0,0
1028,1,1/3/2016,869,1,1,0,0
1008,1,1/3/2016,963,1,1,0,0
1025,1,1/3/2016,679,1,1,0,0
1014,1,1/3/2016,862,1,1,0,0
1020,1,1/3/2016,891,1,1,0,0
1038,1,1/3/2016,505,1,1,0,0
1003,1,1/3/2016,1064,1,1,0,0
1018,1,1/3/2016,1296,1,1,0,0
1026,1,1/3/2016,657,1,1,0,0
1049,1,1/3/2016,1252,1,1,0,0
1044,7,2/29/2016,0,0,0,0,0
1041,7,2/29/2016,0,0,0,0,0
1036,7,2/29/2016,0,0,0,0,0
1047,7,2/29/2016,0,0,0,0,0
1012,7,2/29/2016,0,0,0,0,0
1037,7,2/29/2016,0,0,0,0,0
1027,7,2/29/2016,0,0,0,0,0
1005,7,2/29/2016,0,0,0,0,0
1011,7,2/29/2016,2732,1,0,0,0
1004,7,2/29/2016,0,0,0,0,0
1043,7,2/29/2016,0,0,0,0,0
1001,7,2/29/2016,0,0,0,0,0
1048,7,2/29/2016,0,0,0,0,0
1030,7,2/29/2016,0,0,0,0,0
1035,7,2/29/2016,0,0,0,0,0
1013,7,2/29/2016,0,0,0,0,0
1029,7,2/29/2016,0,0,0,0,0
1042,7,2/29/2016,0,0,0,0,0
1017,7,2/29/2016,0,0,0,0,0
1032,7,2/29/2016,0,0,0,0,0
1024,7,2/29/2016,0,0,0,0,0
1006,7,2/29/2016,0,0,0,0,0
1007,7,2/29/2016,0,0,0,0,0
1002,7,2/29/2016,0,0,0,0,0
1019,7,2/29/2016,0,0,0,0,0
1000,7,2/29/2016,0,0,0,0,0
1009,7,2/29/2016,0,0,0,0,0
1023,7,2/29/2016,0,0,0,0,0
1016,7,2/29/2016,3200,1,0,0,0
1050,7,2/29/2016,0,0,0,0,0
1031,7,2/29/2016,0,0,0,0,0
1010,7,2/29/2016,0,0,0,0,0
1034,7,2/29/2016,0,0,0,0,0
1039,7,2/29/2016,0,0,0,0,0
1033,7,2/29/2016,0,0,0,0,0
1045,7,2/29/2016,0,0,0,0,0
1015,7,2/29/2016,0,0,0,0,0
1022,7,2/29/2016,0,0,0,0,0
1040,7,2/29/2016,0,0,0,0,0
1046,7,2/29/2016,0,0,0,0,0
1021,7,2/29/2016,0,0,0,0,0
1028,7,2/29/2016,0,0,0,0,0
1008,7,2/29/2016,0,0,0,0,0
1025,7,2/29/2016,0,0,0,0,0
1014,7,2/29/2016,0,0,0,0,0
1020,7,2/29/2016,0,0,0,0,0
1038,7,2/29/2016,0,0,0,0,0
1003,7,2/29/2016,0,0,0,0,0
1018,7,2/29/2016,0,0,0,0,0
1026,7,2/29/2016,0,0,0,0,0
1049,7,2/29/2016,0,0,0,0,0
1044,6,2/28/2016,629,1,0,0,0
1041,6,2/28/2016,603,1,0,0,0
1036,6,2/28/2016,383,1,0,0,0
1047,6,2/28/2016,1429,1,0,0,0
1012,6,2/28/2016,482,1,0,0,0
1037,6,2/28/2016,705,1,0,0,0
1027,6,2/28/2016,389,1,0,0,0
1005,6,2/28/2016,584,1,0,0,0
1011,6,2/28/2016,1964,1,0,0,0
1004,6,2/28/2016,726,1,0,0,0
1043,6,2/28/2016,547,1,0,0,0
1001,6,2/28/2016,690,1,0,0,0
1048,6,2/28/2016,570,1,0,0,0
1030,6,2/28/2016,576,1,0,0,0
1035,6,2/28/2016,775,1,0,0,0
1013,6,2/28/2016,356,1,0,0,0
1029,6,2/28/2016,276,1,0,0,0
1042,6,2/28/2016,851,1,0,0,0
1017,6,2/28/2016,1213,1,0,0,0
1032,6,2/28/2016,521,1,0,0,0
1024,6,2/28/2016,872,1,0,0,0
1006,6,2/28/2016,227,1,0,0,0
1007,6,2/28/2016,861,1,0,0,0
1002,6,2/28/2016,616,1,0,0,0
1019,6,2/28/2016,908,1,0,0,0
1000,6,2/28/2016,909,1,0,0,0
1009,6,2/28/2016,719,1,0,0,0
1023,6,2/28/2016,425,1,0,0,0
1016,6,2/28/2016,3306,1,0,0,0
1050,6,2/28/2016,555,1,0,0,0
1031,6,2/28/2016,433,1,0,0,0
1010,6,2/28/2016,412,1,0,0,0
1034,6,2/28/2016,463,1,0,0,0
1039,6,2/28/2016,575,1,0,0,0
1033,6,2/28/2016,245,1,0,0,0
1045,6,2/28/2016,382,1,0,0,0
1015,6,2/28/2016,821,1,0,0,0
1022,6,2/28/2016,430,1,0,0,0
1040,6,2/28/2016,222,1,0,0,0
1046,6,2/28/2016,945,1,0,0,0
1021,6,2/28/2016,305,1,0,0,0
1028,6,2/28/2016,545,1,0,0,0
1008,6,2/28/2016,558,1,0,0,0
1025,6,2/28/2016,689,1,0,0,0
1014,6,2/28/2016,450,1,0,0,0
1020,6,2/28/2016,988,1,0,0,0
1038,6,2/28/2016,353,1,0,0,0
1003,6,2/28/2016,809,1,0,0,0
1018,6,2/28/2016,1171,1,0,0,0
1026,6,2/28/2016,388,1,0,0,0
1049,6,2/28/2016,911,1,0,0,0
1044,5,2/27/2016,651,1,0,0,0
1041,5,2/27/2016,768,1,0,0,0
1036,5,2/27/2016,808,1,0,0,0
1047,5,2/27/2016,1675,1,0,0,0
1012,5,2/27/2016,927,1,0,0,0
1037,5,2/27/2016,646,1,0,0,0
1027,5,2/27/2016,732,1,0,0,0
1005,5,2/27/2016,638,1,0,0,0
1011,5,2/27/2016,2677,1,0,0,0
1004,5,2/27/2016,861,1,0,0,0
1043,5,2/27/2016,497,1,0,0,0
1001,5,2/27/2016,709,1,0,0,0
1048,5,2/27/2016,737,1,0,0,0
1030,5,2/27/2016,466,1,0,0,0
1035,5,2/27/2016,636,1,0,0,0
1013,5,2/27/2016,587,1,0,0,0
1029,5,2/27/2016,424,1,0,0,0
1042,5,2/27/2016,828,1,0,0,0
1017,5,2/27/2016,1159,1,0,0,0
1032,5,2/27/2016,493,1,0,0,0
1024,5,2/27/2016,916,1,0,0,0
1006,5,2/27/2016,319,1,0,0,0
1007,5,2/27/2016,630,1,0,0,0
1002,5,2/27/2016,653,1,0,0,0
1019,5,2/27/2016,932,1,0,0,0
1000,5,2/27/2016,715,1,0,0,0
1009,5,2/27/2016,1328,1,0,0,0
1023,5,2/27/2016,373,1,0,0,0
1016,5,2/27/2016,3696,1,0,0,0
1050,5,2/27/2016,491,1,0,0,0
1031,5,2/27/2016,609,1,0,0,0
1010,5,2/27/2016,469,1,0,0,0
1034,5,2/27/2016,507,1,0,0,0
1039,5,2/27/2016,528,1,0,0,0
1033,5,2/27/2016,485,1,0,0,0
1045,5,2/27/2016,1059,1,0,0,0
1015,5,2/27/2016,776,1,0,0,0
1022,5,2/27/2016,659,1,0,0,0
1040,5,2/27/2016,378,1,0,0,0
1046,5,2/27/2016,1249,1,0,0,0
1021,5,2/27/2016,637,1,0,0,0
1028,5,2/27/2016,743,1,0,0,0
1008,5,2/27/2016,762,1,0,0,0
1025,5,2/27/2016,592,1,0,0,0
1014,5,2/27/2016,619,1,0,0,0
1020,5,2/27/2016,872,1,0,0,0
1038,5,2/27/2016,446,1,0,0,0
1003,5,2/27/2016,841,1,0,0,0
1018,5,2/27/2016,1202,1,0,0,0
1026,5,2/27/2016,583,1,0,0,0
1049,5,2/27/2016,936,1,0,0,0
1044,4,2/26/2016,560,1,0,0,0
1041,4,2/26/2016,886,1,0,0,0
1036,4,2/26/2016,727,1,0,0,0
1047,4,2/26/2016,1488,1,0,0,0
1012,4,2/26/2016,940,1,0,0,0
1037,4,2/26/2016,574,1,0,0,0
1027,4,2/26/2016,784,1,0,0,0
1005,4,2/26/2016,512,1,0,0,0
1011,4,2/26/2016,2483,1,0,0,0
1004,4,2/26/2016,834,1,0,0,0
1043,4,2/26/2016,512,1,0,0,0
1001,4,2/26/2016,673,1,0,0,0
1048,4,2/26/2016,766,1,0,0,0
1030,4,2/26/2016,435,1,0,0,0
1035,4,2/26/2016,535,1,0,0,0
1013,4,2/26/2016,497,1,0,0,0
1029,4,2/26/2016,373,1,0,0,0
1042,4,2/26/2016,825,1,0,0,0
1017,4,2/26/2016,1032,1,0,0,0
1032,4,2/26/2016,389,1,0,0,0
1024,4,2/26/2016,721,1,0,0,0
1006,4,2/26/2016,279,1,0,0,0
1007,4,2/26/2016,480,1,0,0,0
1002,4,2/26/2016,669,1,0,0,0
1019,4,2/26/2016,748,1,0,0,0
1000,4,2/26/2016,678,1,0,0,0
1009,4,2/26/2016,1362,1,0,0,0
1023,4,2/26/2016,294,1,0,0,0
1016,4,2/26/2016,3235,1,0,0,0
1050,4,2/26/2016,453,1,0,0,0
1031,4,2/26/2016,625,1,0,0,0
1010,4,2/26/2016,420,1,0,0,0
1034,4,2/26/2016,487,1,0,0,0
1039,4,2/26/2016,443,1,0,0,0
1033,4,2/26/2016,458,1,0,0,0
1045,4,2/26/2016,1107,1,0,0,0
1015,4,2/26/2016,724,1,0,0,0
1022,4,2/26/2016,583,1,0,0,0
1040,4,2/26/2016,292,1,0,0,0
1046,4,2/26/2016,1217,1,0,0,0
1021,4,2/26/2016,485,1,0,0,0
1028,4,2/26/2016,610,1,0,0,0
1008,4,2/26/2016,627,1,0,0,0
1025,4,2/26/2016,589,1,0,0,0
1014,4,2/26/2016,559,1,0,0,0
1020,4,2/26/2016,655,1,0,0,0
1038,4,2/26/2016,432,1,0,0,0
1003,4,2/26/2016,789,1,0,0,0
1018,4,2/26/2016,985,1,0,0,0
1026,4,2/26/2016,503,1,0,0,0
1049,4,2/26/2016,896,1,0,0,0
